_id;id;author (redacted);date;isVerified;productAsin;rating;text;title;labelDistilroberta;labelTraditional;asin;bestSellersRank;categoryName;name;totalRatings;averageRating;reviewCount;processedAt
644cb0cdedd6fb90e1883c8c;R1FYG5HCV511HF;;2023-04-20;TRUE;B0000ANHT7;4.0;I had purchased a couple Carhartt tee-shirts on Amazon a few years ago, and they held up perfectly. In fact, they're still holding up great. I just decided I wanted to order more recently, so I found my old order in my history screen and followed the product link here. I thought for sure that I'd be getting the same quality and style as before. Unfortunately, they are not the same. The material is much thinner, the shirt is really baggy and runs long. I ordered large tees the first time around, and they hung down almost to my knees. They do allow for a lot of extra torso room, which can be great, but I felt like I was wearing a tent. I decided to order some mediums as a comparison. They are still long, but even after washing, they have a little room to move around the mid section. I'm keeping both the mediums and the larges, as my weight tends to fluctuate. I just wanted to mention that these loose-fit tees do run pretty large, and they are also quite long. It's still a decent shirt, and I'll probably keep buying them, but hopefully the old style will return at some point.;Not quite the quality and thickness as older styles - Run Long/Tall;real;real;B0000ANHT7;2;Clothing, Shoes & Jewelry;Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt;107289;4.6;10;2023-04-29 07:58:08.633
644cb0cdedd6fb90e1883c8c;R33Q0YBSH2INHJ;;2023-04-06;TRUE;B0000ANHT7;5.0;I've been looking to replace some of my older tattered shirts with something more durable recently and was told to looking to the casual stuff Carhartt has to offer. I must say, I was surprised by the quality for the price. The shirts are heavy, durable, and fit how you'd expect. Moreover, the neckline is comfortable without being too tight or too lose (a problem I had with a lot of other brands). Though I wish they had a version without the pocket on the front since I primarily wear these as undershirts, I will say they're comfortable and can be worn with pretty much anything. For the price? Yeah, I'll definitely be buying again and start to replace all my undershirts bit by bit. Nice to finally find a brand I can rely on.;Good Shirt -- Great Price -- Will Be Buying More;real;real;B0000ANHT7;2;Clothing, Shoes & Jewelry;Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt;107289;4.6;10;2023-04-29 07:58:08.633
644cb0cdedd6fb90e1883c8c;R1RH2CVTPUMR3Z;;2023-04-15;TRUE;B0000ANHT7;5.0;I am 6'2 and 245lbs. XL fits me great, it ends 1 inch above the crotch and the length is right above the elbow. The width is enough for free movement without any restrictions. Also, I immediately ordered a few more t-shirts when I received the first one. Quality is over the top. This t-shirt is #1 on Amazon is deserved. I also have a few Dickies heavyweight t-shirts, and in my opinion Carhartt is over Dickies because of the fit. Dickies t-shirt has narrower and shorter sleeves, which is a disadvantage for me.;Really heavyweight and with a great relaxed fit;real;real;B0000ANHT7;2;Clothing, Shoes & Jewelry;Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt;107289;4.6;10;2023-04-29 07:58:08.633
644cb0cdedd6fb90e1883c8c;R2WTPCTZ75D6YQ;;2023-04-12;TRUE;B0000ANHT7;5.0;"This Carhartt Tee Shirt is so sturdy and well made that I will probably have it forever. I'll wear it forever too, although if I buy another one I'll choose the large but not longer version. I am 5'2"" and ordered a 4XL, the length of which hits below my knees! I'll still wear it around the house because it is such great quality and fits well otherwise, but I'm just suggesting that if you are short, get the large but not the tall.";Best Tees for Wearing Forever but Choose Right Length;real;real;B0000ANHT7;2;Clothing, Shoes & Jewelry;Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt;107289;4.6;10;2023-04-29 07:58:08.633
644cb0cdedd6fb90e1883c8c;R2F6GBLMXEEG3H;;2023-04-23;TRUE;B0000ANHT7;5.0;The shirts really hold up at the mill and that says alot. The length of the shirt is for tall and that works perfect for my husband. Have brought again and I am now buying 2 more colors for the summer . thanks for the fast service too.;Husband loves the shirts.;real;real;B0000ANHT7;2;Clothing, Shoes & Jewelry;Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt;107289;4.6;10;2023-04-29 07:58:08.633
644cb0cdedd6fb90e1883c8c;R1344F5UV9TC8W;;2023-04-24;TRUE;B0000ANHT7;5.0;Good quality brand of shirts from carhartt. I like hiw they are not normal shirts of course they give you a bigger size, a small for me is like Large and medium XLarge the loose fit gives me more than enough room with a classic baggy look.;Thick and durable;real;real;B0000ANHT7;2;Clothing, Shoes & Jewelry;Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt;107289;4.6;10;2023-04-29 07:58:08.633
644cb0cdedd6fb90e1883c8c;R1PP46V1OUZX3G;;2023-04-16;TRUE;B0000ANHT7;5.0;Been seeing these around and said something to a guy about they look good. Four yeas old and looking like it's almost new? Turns out that all of them I am looking at are old. 50% less that what I was buying and look like they will wear better. If I have issues I will come back and update this but I expect I will be buying more.;These last well.;real;real;B0000ANHT7;2;Clothing, Shoes & Jewelry;Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt;107289;4.6;10;2023-04-29 07:58:08.633
644cb0cdedd6fb90e1883c8c;R2NZQWZJZI4WYS;;2023-04-18;TRUE;B0000ANHT7;5.0;Bought for my husband… he loves these shirts. He usually wears a 2 xl - 3 xl in tshirts I bought him the 2 xl in this tshirt and it was big on him. We kept the shirt but going to try getting him the relaxed fit instead of the loose fit next time.;Great shirts;real;fake;B0000ANHT7;2;Clothing, Shoes & Jewelry;Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt;107289;4.6;10;2023-04-29 07:58:08.633
644cb0cdedd6fb90e1883c8c;R2N88T3OK2NK;;2023-04-07;TRUE;B0000ANHT7;4.0;I have other Carhartt clothes and these are as expected. They have many colors and look good. They arrived a bit baggier than expected. For a skinny guy it is not the best look but if they're for work then it isn't a big deal, you might even prefer that for safety reasons. Next time I won't go with the baggy fit as the other fits in the same size are just fine for me. Pros: - Many color options - Carhartt quality - Looks good Cons: - They run big and are a bit baggier than expected;Bigger than Expected;real;real;B0000ANHT7;2;Clothing, Shoes & Jewelry;Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt;107289;4.6;10;2023-04-29 07:58:08.633
644cb0cdedd6fb90e1883c8c;R1X0UPKN4HP7OE;;2023-04-22;TRUE;B0000ANHT7;5.0;Bro ive bought nothing but carhartt the past 6 years. The last 4 or 5 products I got have been bogus as hell. Im a have to start ordering directly from carhartt. Takes longer but at least I know what Im getting;Fake;real;real;B0000ANHT7;2;Clothing, Shoes & Jewelry;Carhartt Men's Loose Fit Heavyweight Short-Sleeve Pocket T-Shirt;107289;4.6;10;2023-04-29 07:58:08.633
644cb0a6edd6fb90e1883c2c;R2YIJHUP0644EP;;2023-04-02;TRUE;B0973DGD8P;4.0;I brought these a few months back, but just used them for a recent trip where I was going to be abroad for 1 month. Given the length of my trip my goal was to pack 14 days worth of shirts, shorts, and undergarments so I'd only have to worry about getting laundry done once. I've never used vacuum bags before, but I knew what to expect. To pack I rolled up my clothes first and then placed them in the bags. Using this method I was able to get 7 polo style shirts in each of the small sized bags, 7 pairs of golf style shorts in each of the smaller bags, and I used 1 medium sized bags for undergarments (which I only used half of) since I was out of smaller bags. I then vacuumed the bags to remove the air using the included vacuum suction tool that came. I vacuumed the bags tot he max so when they were done they were hard as a rock which was a surprise. I then was able to put 2 of the bags in one of my slightly smaller luggage and the other 3 bags in my other luggage. I also was able to easy store the vacuum tool in my luggage side pocket. In all I do like the bags and they work well. I did manage to tear one of the smaller bags as I was packing to return home. Since I'd brought the one medium bag which was only half full I was able to put the stuff from the torn bag in it. A few tidbits. -Initially when I packed I accidentally used one of the rollup bags. I don't care for them at all as they are far inferior to the vacuum sealed ones. -You should always go for the type of bag you plan to fill completely. When I used the medium bag and it wasn't full when you suck the air out you can get into a situation where if all your stuff is on one side the bag will flatten around the hole where the plastic on both sides touch and no more air from farther away gets sucked out. There are ways to resolve this but it can happen depending on how you packed the bag.;Good for traveling;real;real;B0973DGD8P;6;Home & Kitchen;20 Pack Vacuum Storage Bags, Space Saver Bags (4 Jumbo/4 Large/4 Medium/4 Small/4 Roll) Compression Storage Bags for Comforters and Blankets, Vacuum Sealer Bags for Clothes Storage, Hand Pump Included;29007;4.4;10;2023-04-29 08:25:41.579
644cb0a6edd6fb90e1883c2c;R1G7G7OIPVR76Y;;2023-04-17;TRUE;B0973DGD8P;4.0;These were super helpful for condensing my ever-growing collection of clothes. A few things to know, the travel bags do not compress. They're basically like giant reusable zip locks. Maybe useful if that's something you've used in the past. One of my bags had an issue with the plug coming out and releasing the air, but it's fixable. I'll be curious to see if any of the bags lose their seal in time. I was able to compress everything with the pump included, no vacuum necessary. It works surprisingly well. In the pics, I was able to take that pile of clothes, which had been stuffed in 2 of those blue storage bags and compress them into 1 (2 jumbo bags, and 5 large). Overall, it was the most useful for bulky items like winter coats. There was a noticeable and convenient difference in space. I think they're definitely worth the price if you're short on space.;Useful for bulky items, not a huge difference for;real;real;B0973DGD8P;6;Home & Kitchen;20 Pack Vacuum Storage Bags, Space Saver Bags (4 Jumbo/4 Large/4 Medium/4 Small/4 Roll) Compression Storage Bags for Comforters and Blankets, Vacuum Sealer Bags for Clothes Storage, Hand Pump Included;29007;4.4;10;2023-04-29 08:25:41.579
644cb0a6edd6fb90e1883c2c;R2J9UJU5YW1RRF;;2023-04-09;TRUE;B0973DGD8P;4.0;I recently moved to a smaller apartment in Santa Monica and struggled to fit all of my belongings into my new closet. That's when I discovered the 20 Pack Vacuum Storage Bags. I was able to store my winter comforters and heavier blankets, as well as out-of-season clothing, all while freeing up valuable closet space. Pros: Comes in a variety of sizes (4 jumbo, 4 large, 4 medium, 4 small, and 4 roll) Includes a hand pump for easy compression Protects items from dust, mildew, and odors Reusable and durable Saves space up to 80% Cons: Can be difficult to seal properly Requires manual pumping for compression May not work well with bulky items Compared to other vacuum storage bags in the market, the 20 Pack Vacuum Storage Bags provides a larger quantity and a wider range of sizes at an affordable price. It's perfect for those looking to save space in their closets or for those moving to a smaller apartment like me. Trust me, these bags are a game-changer.;Maximize Closet Space with 20 Pack Vacuum Storage Bags;real;real;B0973DGD8P;6;Home & Kitchen;20 Pack Vacuum Storage Bags, Space Saver Bags (4 Jumbo/4 Large/4 Medium/4 Small/4 Roll) Compression Storage Bags for Comforters and Blankets, Vacuum Sealer Bags for Clothes Storage, Hand Pump Included;29007;4.4;10;2023-04-29 08:25:41.579
644cb0a6edd6fb90e1883c2c;R1HQZDPARJBNM1;;2023-04-14;TRUE;B0973DGD8P;5.0;Purchased these bags for a closet overall and for travel to maximize our suitcase storage. In only about 20 minutes I was able to easily organize our linen closet. The XL bags and L bags were the most useful for me as I had a large comforter, two bath linen sets, and various afghans/throws that I wanted to store neatly. The little included pump works just fine, but hubby and I took the easy route and just used our vacuum for a quicker seal. My only complaint would be that the opening is the not the exact width of the bag, which caused a little frustration getting our XL items stashed. Also, the zippers on the bags are removable and pop on and off easily, which at first, I thought I had broken the bag. Overall, very happy with my purchase and have already been telling my mom and sister how much they need these in their life!;Work exactly as I had hoped!;real;real;B0973DGD8P;6;Home & Kitchen;20 Pack Vacuum Storage Bags, Space Saver Bags (4 Jumbo/4 Large/4 Medium/4 Small/4 Roll) Compression Storage Bags for Comforters and Blankets, Vacuum Sealer Bags for Clothes Storage, Hand Pump Included;29007;4.4;10;2023-04-29 08:25:41.579
644cb0a6edd6fb90e1883c2c;RHJZRTJIBV0FC;;2023-04-13;TRUE;B0973DGD8P;4.0;I've had these for months now and they are just as good as the name brand or ones you find at the dollar store. But you also get what you pay for at the same time. It comes with a hand pump to suction down the bag easier. If I were to buy again I would get more smaller ones. The big bags are BIG, I could easily fit a comforter in the bag or 15 plus shirts easily. My only complaint is that after a while I've noticed some bags will lose its suction and start to fill back up with air while others have remained compact. Overall I would buy these again. Very easy to separate put clothes for seasons or blankets for freshness.;Just as good as the name brand;real;real;B0973DGD8P;6;Home & Kitchen;20 Pack Vacuum Storage Bags, Space Saver Bags (4 Jumbo/4 Large/4 Medium/4 Small/4 Roll) Compression Storage Bags for Comforters and Blankets, Vacuum Sealer Bags for Clothes Storage, Hand Pump Included;29007;4.4;10;2023-04-29 08:25:41.579
644cb0a6edd6fb90e1883c2c;R17WHH61GP3LEC;;2023-04-21;TRUE;B0973DGD8P;5.0;I bought this because I was putting away my down comforters for the spring. When you fold up a fluffy, Queen comforter, it really takes up a lot of space! I ordered these vacuum storage bags and put my large comforter into the jumbo sized bag (it would have easily held a King comforter). The pack comes with a hand pump, which I used after squeezing out as much air as possible by sitting on the bag. The hand pump worked great! I'm excited to use the rest of the bags on other winter items now - coats, sweaters, blankets, etc.;Easy to store my fluffy comforters;real;real;B0973DGD8P;6;Home & Kitchen;20 Pack Vacuum Storage Bags, Space Saver Bags (4 Jumbo/4 Large/4 Medium/4 Small/4 Roll) Compression Storage Bags for Comforters and Blankets, Vacuum Sealer Bags for Clothes Storage, Hand Pump Included;29007;4.4;10;2023-04-29 08:25:41.579
644cb0a6edd6fb90e1883c2c;R3PFG1FSC2Y74E;;2023-02-07;TRUE;B0973DGD8P;4.0;"Okay, in my head, I THOUGHT this product would be great, air gone, ease of packing. In REALITY, it didn’t go like I pictured. I pack my suitcases to their size, meaning; using all the nooks, crannies and up to the edges (even that space between the handles INSIDE the suitcases of today (usually filling it with undies, socks, tank tops etc). Well, it’s hard to compress your items by hand while rolling. The air outlet is sometimey, (I flipped the bag over, straightened out the seal etc, before IT got the idea of what I was trying to do. Second, (and this is on ME), IF I put neat, pressed and wrinkle free clothes in the bag, ROLLING THEM, to get the air out; is NOW a problem (so I tried to lay them in flat and stacked, roll the plastic THEN had to sit on the clothes to get the remaining air out (it worked, but that whole process was IT for me). I used 4 bags out of 20 and quit. Finding out even with the air out, the bag is flat and does not utilize the nooks and and crannies of my suitcase was even a NO for me. They would me MORE appropriate if they were being used for storage of sheets and other flat items, but again getting the air out is a straight hassle. The zip closure popped off the 1st time I tried the 1st bag and I thought I broke it, but it slipped back on easily to reseal the bag. I put a king sized blanket in first. Maybe I should have just tried the clothes, because THIS HAND STRUGGLE is NOT it… Use one with a vacuum IF you gotta do it, but I know I won’t be using them for traveling.";This is a GOOD Product, In Theory, May Not Be For Traveling;real;real;B0973DGD8P;6;Home & Kitchen;20 Pack Vacuum Storage Bags, Space Saver Bags (4 Jumbo/4 Large/4 Medium/4 Small/4 Roll) Compression Storage Bags for Comforters and Blankets, Vacuum Sealer Bags for Clothes Storage, Hand Pump Included;29007;4.4;10;2023-04-29 08:25:41.579
